pipeline,run_id,model,domain,root_feature,collection_mode,llm_host,meta_file,fm_xml,num_sources,num_chunks_total,num_evidence_chunks,context_chars,llm_duration_seconds,wellformed_ok,wellformed_error_count,satisfiable,dead_features_count,core_features_count,coverage_score,semantic_precision,semantic_recall,semantic_f1,feature_count,abstract_feature_count,concrete_feature_count,missing_feature_count,extra_feature_count,missing_feature_ratio,extra_feature_ratio,edge_jaccard_to_gt,parent_match_rate,sat_error,coverage_error,feature_extract_error
is_rag,is_rgfm_response_deepseek-v3-2-cloud_2026-03-22T01-17-23,deepseek-v3.2:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_deepseek-v3-2-cloud_2026-03-22T01-17-23.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_deepseek-v3-2-cloud_2026-03-22T01-17-23.final.xml,14,,,,2412.508638381958,True,0,True,0,1,42.46,0.7744,0.6923,0.7311,164,46,118,125,159,0.9615,0.9695,0.0103,0.6,,,
is_rag,is_rgfm_response_deepseek-v3-2-cloud_2026-03-22T02-01-36,deepseek-v3.2:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_deepseek-v3-2-cloud_2026-03-22T02-01-36.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_deepseek-v3-2-cloud_2026-03-22T02-01-36.final.xml,14,,,,2225.2298727035522,True,0,True,0,1,42.4,0.7516,0.7,0.7249,161,39,122,125,156,0.9615,0.9689,0.0139,0.8,,,
is_rag,is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T11-42-24,gemini-3.1-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T11-42-24.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T11-42-24.final.xml,14,,,,562.7588574886322,True,0,True,0,16,40.25,0.7769,0.6615,0.7146,121,17,104,125,116,0.9615,0.9587,0.0162,0.8,,,
is_rag,is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T11-53-41,gemini-3.1-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T11-53-41.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T11-53-41.final.xml,14,,,,552.241583108902,True,0,True,0,1,38.45,0.8258,0.6385,0.7201,132,24,108,126,128,0.9692,0.9697,0.0116,0.75,,,
is_rag,is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-04-01,gemini-3.1-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-04-01.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-04-01.final.xml,14,,,,657.4571423530579,True,0,True,0,8,45.76,0.7625,0.7,0.7299,160,28,132,125,155,0.9615,0.9688,0.014,0.8,,,
is_rag,is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-16-09,gemini-3.1-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-16-09.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-16-09.final.xml,14,,,,535.5986750125885,True,0,True,0,1,44.73,0.7879,0.6923,0.737,132,23,109,125,127,0.9615,0.9621,0.0155,0.8,,,
is_rag,is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-26-45,gemini-3.1-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-26-45.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-1-pro-preview_2026-03-22T12-26-45.final.xml,14,,,,526.096896648407,True,0,True,0,1,44.45,0.7623,0.7231,0.7422,122,12,110,125,117,0.9615,0.959,0.0161,0.8,,,
is_rag,is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-22-01,gemini-3-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-22-01.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-22-01.final.xml,14,,,,252.93581867218018,False,2,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"no element found: line 7, column 45","no element found: line 7, column 45"
is_rag,is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-27-59,gemini-3-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-27-59.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-27-59.final.xml,14,,,,255.79276275634766,False,2,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"unclosed token: line 7, column 6","unclosed token: line 7, column 6"
is_rag,is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-33-26,gemini-3-pro-preview,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-33-26.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gemini-3-pro-preview_2026-03-16T07-33-26.final.xml,14,,,,256.6355140209198,False,2,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"no element found: line 7, column 45","no element found: line 7, column 45"
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-15T01-59-32,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-15T01-59-32.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-15T01-59-32.final.xml,14,,,,4586.434360265732,False,2,,,,55.99,0.7109,0.8231,0.7629,294,39,255,123,287,0.9462,0.9762,0.0095,0.5714,Skipped SAT: XML not well-formed/XSD-valid,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-15T03-16-28,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-15T03-16-28.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-15T03-16-28.final.xml,14,,,,3899.659234046936,False,1,,,,46.23,0.7159,0.7538,0.7344,271,59,212,126,267,0.9692,0.9852,0.0075,0.75,Skipped SAT: XML not well-formed/XSD-valid,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-15T04-24-11,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-15T04-24-11.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-15T04-24-11.final.xml,14,,,,5358.707871675491,False,1,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"not well-formed (invalid token): line 605, column 132","not well-formed (invalid token): line 605, column 132"
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-20T17-32-29,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-20T17-32-29.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-20T17-32-29.final.xml,14,,,,2383.427699327469,True,0,True,0,1,45.45,0.783,0.7231,0.7519,212,32,180,126,208,0.9692,0.9811,0.0088,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-20T18-18-58,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-20T18-18-58.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-20T18-18-58.final.xml,14,,,,3539.5280344486237,True,0,True,0,1,48.27,0.7716,0.7538,0.7626,232,34,198,125,227,0.9615,0.9784,0.0112,0.8,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-20T19-42-51,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-20T19-42-51.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-20T19-42-51.final.xml,14,,,,2422.2049190998077,True,0,True,0,1,49.78,0.7736,0.7769,0.7753,265,42,223,125,260,0.9615,0.9811,0.0102,0.8,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-20T20-23-29,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-20T20-23-29.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-20T20-23-29.final.xml,14,,,,2335.678198814392,True,0,True,0,1,43.14,0.7957,0.6692,0.727,186,35,151,126,182,0.9692,0.9785,0.0096,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-20T21-07-21,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-20T21-07-21.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-20T21-07-21.final.xml,14,,,,3528.453282356262,True,0,True,0,1,47.71,0.8,0.7385,0.768,230,47,183,124,224,0.9538,0.9739,0.0112,0.6667,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-20T22-11-26,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-20T22-11-26.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-20T22-11-26.final.xml,14,,,,2877.2916820049286,True,0,True,0,5,47.56,0.7991,0.7154,0.7549,229,46,183,126,225,0.9692,0.9825,0.0084,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-20T23-38-11,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-20T23-38-11.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-20T23-38-11.final.xml,14,,,,1480.1512916088104,True,0,True,0,1,49.99,0.7967,0.7462,0.7706,241,25,216,125,236,0.9615,0.9793,0.0109,0.8,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T00-09-09,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T00-09-09.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T00-09-09.final.xml,14,,,,4070.9492161273956,True,0,True,0,1,45.08,0.7889,0.6846,0.7331,199,43,156,126,195,0.9692,0.9799,0.0092,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T02-26-28,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T02-26-28.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T02-26-28.final.xml,14,,,,5741.54034113884,True,0,True,0,1,42.77,0.7706,0.7231,0.7461,218,39,179,124,212,0.9538,0.9725,0.0116,0.6667,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T04-22-25,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T04-22-25.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T04-22-25.final.xml,14,,,,5191.696824550629,True,0,True,0,1,52.63,0.7939,0.7923,0.7931,262,55,207,125,257,0.9615,0.9809,0.0103,0.8,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T06-45-06,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T06-45-06.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T06-45-06.final.xml,14,,,,4916.135264635086,True,0,True,0,1,44.38,0.7713,0.7385,0.7545,223,37,186,126,219,0.9692,0.9821,0.0086,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T08-26-45,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T08-26-45.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T08-26-45.final.xml,14,,,,7102.174439430237,True,0,True,0,1,48.22,0.7892,0.7308,0.7589,204,34,170,125,199,0.9615,0.9755,0.0091,0.6,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T10-41-26,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T10-41-26.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T10-41-26.final.xml,14,,,,3090.6054604053497,True,0,True,0,1,48.5,0.7686,0.7769,0.7727,229,36,193,126,225,0.9692,0.9825,0.0084,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T12-09-31,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T12-09-31.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T12-09-31.final.xml,14,,,,6645.1366901397705,True,0,True,0,1,45.51,0.7185,0.7154,0.7169,238,35,203,125,233,0.9615,0.979,0.011,0.8,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T14-37-56,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T14-37-56.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T14-37-56.final.xml,14,,,,5969.772544622421,True,0,True,0,1,48.78,0.7273,0.7692,0.7477,220,40,180,126,216,0.9692,0.9818,0.0086,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T16-20-27,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T16-20-27.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T16-20-27.final.xml,14,,,,3876.925525665283,True,0,True,0,1,48.64,0.7773,0.7846,0.7809,229,32,197,125,224,0.9615,0.9782,0.0113,0.8,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T18-09-57,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T18-09-57.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T18-09-57.final.xml,14,,,,3659.2893545627594,True,0,True,0,1,47.66,0.7848,0.7462,0.765,223,44,179,126,219,0.9692,0.9821,0.0086,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T19-18-28,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T19-18-28.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T19-18-28.final.xml,14,,,,3015.8528525829315,True,0,True,0,1,50.16,0.7964,0.7692,0.7826,221,38,183,125,216,0.9615,0.9774,0.0115,0.8,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T20-40-01,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T20-40-01.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T20-40-01.final.xml,14,,,,3623.540299654007,True,0,True,0,1,48.81,0.7773,0.7769,0.7771,238,46,192,126,234,0.9692,0.9832,0.0082,0.75,,,
is_rag,is_rgfm_response_glm-4-7-cloud_2026-03-21T21-45-34,glm-4.7:cloud,Model Driven Engineering,Model Federation,iterative_per_source,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_glm-4-7-cloud_2026-03-21T21-45-34.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_glm-4-7-cloud_2026-03-21T21-45-34.final.xml,14,,,,4396.506519317627,True,0,True,0,1,43.35,0.7325,0.7,0.7159,228,40,188,125,223,0.9615,0.9781,0.0085,0.6,,,
is_rag,is_rgfm_response_gpt-4-1_2026-03-21T03-28-54,gpt-4.1,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gpt-4-1_2026-03-21T03-28-54.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gpt-4-1_2026-03-21T03-28-54.final.xml,14,,,,801.442925453186,True,0,True,0,1,37.51,0.8047,0.5692,0.6668,128,25,103,125,123,0.9615,0.9609,0.0157,0.8,,,
is_rag,is_rgfm_response_gpt-4-1_2026-03-21T04-01-06,gpt-4.1,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gpt-4-1_2026-03-21T04-01-06.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gpt-4-1_2026-03-21T04-01-06.final.xml,14,,,,1165.2180678844452,True,0,True,0,1,35.99,0.8217,0.5538,0.6617,129,29,100,125,124,0.9615,0.9612,0.0157,0.8,,,
is_rag,is_rgfm_response_gpt-4-1_2026-03-21T04-26-04,gpt-4.1,Model Driven Engineering,Model Federation,iterative_per_source,,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/reports/is_rgfm_response_gpt-4-1_2026-03-21T04-26-04.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/rag/is-rgfm/fm/is_rgfm_response_gpt-4-1_2026-03-21T04-26-04.final.xml,14,,,,852.2355551719666,True,0,True,0,1,36.68,0.8125,0.5462,0.6532,128,21,107,125,123,0.9615,0.9609,0.0157,0.8,,,
