pipeline,run_id,model,domain,root_feature,collection_mode,llm_host,meta_file,fm_xml,num_sources,num_chunks_total,num_evidence_chunks,context_chars,llm_duration_seconds,wellformed_ok,wellformed_error_count,satisfiable,dead_features_count,core_features_count,coverage_score,semantic_precision,semantic_recall,semantic_f1,feature_count,abstract_feature_count,concrete_feature_count,missing_feature_count,extra_feature_count,missing_feature_ratio,extra_feature_ratio,edge_jaccard_to_gt,parent_match_rate,sat_error,coverage_error,feature_extract_error
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-07-26,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-07-26.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-07-26.xml,14,1671,,303206,80.81175398826599,True,0,True,0,1,24.75,0.875,0.4538,0.5977,40,13,27,125,35,0.9615,0.875,0.018,0.6,,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-08-38,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-08-38.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-08-38.xml,14,1671,,303206,71.88433885574341,True,0,True,0,1,22.83,0.8571,0.3923,0.5383,35,14,21,125,30,0.9615,0.8571,0.0185,0.6,,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-10-27,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-10-27.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T01-10-27.xml,14,1671,,303206,108.00250601768494,False,1,,,,29.38,0.8571,0.4615,0.6,49,14,35,125,44,0.9615,0.898,0.017,0.6,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-32-00,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-32-00.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-32-00.xml,14,1671,,303206,101.85362815856934,False,1,,,,23.8,0.8868,0.4154,0.5658,53,22,31,124,47,0.9538,0.8868,0.0281,0.8333,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-33-05,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-33-05.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-33-05.xml,14,1671,,303206,65.30051898956299,False,1,,,,20.61,0.8485,0.3692,0.5145,33,15,18,126,29,0.9692,0.8788,0.0187,0.75,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-33-58,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-33-58.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-33-58.xml,14,1671,,303206,52.567291021347046,False,1,,,,22.97,0.9677,0.4077,0.5737,31,9,22,124,25,0.9538,0.8065,0.019,0.5,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-35-19,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-35-19.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-35-19.xml,14,1671,,303206,80.0667610168457,False,1,,,,22.32,0.8537,0.4,0.5447,41,14,27,125,36,0.9615,0.878,0.0179,0.6,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-37-14,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-37-14.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-37-14.xml,14,1671,,303206,113.08665299415588,False,1,,,,21.36,0.7931,0.3615,0.4967,29,11,18,125,24,0.9615,0.8276,0.0192,0.6,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-38-12,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-38-12.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-38-12.xml,14,1671,,303206,54.58094501495361,False,1,,,,24.39,0.8723,0.4154,0.5628,47,14,33,126,43,0.9692,0.9149,0.0172,0.75,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-39-43,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-39-43.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-39-43.xml,14,1671,,303206,91.3464457988739,False,1,,,,23.63,0.8298,0.4,0.5398,47,16,31,124,41,0.9538,0.8723,0.0231,0.6667,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-41-10,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-41-10.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-41-10.xml,14,1671,,303206,85.47990989685059,False,1,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"mismatched tag: line 176, column 4","mismatched tag: line 176, column 4"
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-42-14,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-42-14.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-42-14.xml,14,1671,,303206,60.36038398742676,False,1,,,,19.1,0.8125,0.3538,0.493,32,10,22,125,27,0.9615,0.8438,0.0189,0.6,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-43-07,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-43-07.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-43-07.xml,14,1671,,303206,52.32306408882141,False,1,,,,22.37,0.9143,0.3923,0.549,35,14,21,125,30,0.9615,0.8571,0.0248,0.8,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-44-15,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-44-15.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-44-15.xml,14,1671,,303206,67.46341300010681,False,1,,,,19.45,0.8077,0.3462,0.4846,26,9,17,126,22,0.9692,0.8462,0.0196,0.75,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-45-33,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-45-33.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-45-33.xml,14,1671,,303206,77.37070322036743,False,1,,,,22.32,0.8571,0.4,0.5455,35,13,22,124,29,0.9538,0.8286,0.0185,0.5,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-46-29,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-46-29.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-46-29.xml,14,1671,,303206,55.21671390533447,False,1,,,,22.87,0.7959,0.4,0.5324,49,18,31,125,44,0.9615,0.898,0.0229,0.8,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-47-25,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-47-25.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-47-25.xml,14,1671,,303206,53.18767285346985,False,1,,,,21.42,0.8205,0.3769,0.5166,39,16,23,124,33,0.9538,0.8462,0.0305,0.8333,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-48-44,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-48-44.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-48-44.xml,14,1671,,303206,77.6389651298523,False,1,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"mismatched tag: line 136, column 14","mismatched tag: line 136, column 14"
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-50-11,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-50-11.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-50-11.xml,14,1671,,303206,86.74066805839539,False,1,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"mismatched tag: line 139, column 22","mismatched tag: line 139, column 22"
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-51-17,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-51-17.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-51-17.xml,14,1671,,303206,65.29801797866821,False,1,,,,23.48,0.7872,0.3846,0.5168,47,15,32,125,42,0.9615,0.8936,0.0172,0.6,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-52-28,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-52-28.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-52-28.xml,14,1671,,303206,68.9267508983612,False,1,,,,18.91,0.7097,0.3231,0.444,31,11,20,125,26,0.9615,0.8387,0.0255,0.8,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-53-23,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-53-23.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-53-23.xml,14,1671,,303206,53.669103145599365,False,1,,,,21.04,0.8276,0.3692,0.5106,29,11,18,125,24,0.9615,0.8276,0.0258,0.8,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-54-36,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-54-36.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-02-25T08-54-36.xml,14,1671,,303206,72.94809865951538,False,1,,,,22.3,0.85,0.4077,0.5511,40,15,25,126,36,0.9692,0.9,0.018,0.75,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-30-31,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-30-31.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-30-31.xml,14,1671,,303206,75.61277413368225,False,1,,,,22.59,0.9118,0.4,0.5561,34,11,23,125,29,0.9615,0.8529,0.0186,0.6,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-32-16,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-32-16.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-32-16.xml,14,1671,,303206,100.93531680107117,True,0,True,0,1,21.61,0.8537,0.3846,0.5303,41,15,26,125,36,0.9615,0.878,0.024,0.8,,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-36-59,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-36-59.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-36-59.xml,14,1671,,303206,280.3616771697998,True,0,True,0,20,17.1,0.8846,0.3154,0.465,26,13,13,125,21,0.9615,0.8077,0.0196,0.6,,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-38-10,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-38-10.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-38-10.xml,14,1671,,303206,68.35456681251526,False,1,,,,24.12,0.8235,0.4231,0.559,34,13,21,125,29,0.9615,0.8529,0.0186,0.6,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-39-39,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-39-39.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-39-39.xml,14,1671,,303206,86.48456716537476,False,1,,,,26.7,0.8444,0.4308,0.5705,45,16,29,125,40,0.9615,0.8889,0.0234,0.8,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-40-42,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-40-42.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-40-42.xml,14,1671,,303206,62.17513132095337,True,0,True,0,1,26.33,0.8222,0.4308,0.5653,45,17,28,124,39,0.9538,0.8667,0.0294,0.8333,,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-42-03,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-42-03.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-42-03.xml,14,1671,,303206,79.19237494468689,False,1,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"mismatched tag: line 23, column 22","mismatched tag: line 23, column 22"
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-52-08,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-52-08.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-19T23-52-08.xml,14,1671,,303206,603.7728450298309,False,1,,,,19.2,0.8462,0.3308,0.4756,39,14,25,129,38,0.9923,0.9744,0.0,0.0,Skipped SAT: XML not well-formed/XSD-valid,,
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-01-43,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-01-43.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-01-43.xml,14,1671,,303206,571.608998298645,False,1,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"mismatched tag: line 22, column 20","mismatched tag: line 22, column 20"
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-03-57,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-03-57.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-03-57.xml,14,1671,,303206,130.7096607685089,False,1,,,,,,,,,,,,,,,,,Skipped SAT: XML not well-formed/XSD-valid,"mismatched tag: line 112, column 20","mismatched tag: line 112, column 20"
ss_nonrag,ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-13-37,glm-4.7:cloud,Model Driven Engineering,Model Federation,context_conditioned,https://ollama.com,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/reports/ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-13-37.meta.json,/Users/joshuaocansey/Library/CloudStorage/OneDrive-HøgskulenpåVestlandet/Skrivebord/FAME_project/results/non_rag/ss-nonrag/fm/ss_nonrag_response_glm-4-7-cloud_2026-03-20T00-13-37.xml,14,1671,,303206,577.3432018756866,True,0,True,0,20,20.12,0.7353,0.3462,0.4707,34,14,20,125,29,0.9615,0.8529,0.025,0.8,,,
